x-axis,1,2
second,Volt,Volt
+4.000000E+00,-40.201E-03,-20.101E-03
+4.001000E+00,-38.945E-03,+0.0E+00
+4.002000E+00,-38.945E-03,-40.201E-03
+4.003000E+00,-20.101E-03,-20.101E-03
+4.004000E+00,-38.945E-03,-38.945E-03
+4.005000E+00,-40.201E-03,-20.101E-03
+4.006000E+00,-20.101E-03,-20.101E-03
+4.007000E+00,+0.0E+00,-20.101E-03
+4.008000E+00,-40.201E-03,-20.101E-03
+4.009000E+00,-20.101E-03,-38.945E-03
+4.010000E+00,+0.0E+00,-18.844E-03
+4.011000E+00,-38.945E-03,-20.101E-03
+4.012000E+00,-20.101E-03,-20.101E-03
+4.013000E+00,-40.201E-03,-20.101E-03
+4.014000E+00,-38.945E-03,-20.101E-03
+4.015000E+00,-20.101E-03,-20.101E-03
+4.016000E+00,-20.101E-03,-20.101E-03
+4.017000E+00,-40.201E-03,-20.101E-03
+4.018000E+00,-38.945E-03,-20.101E-03
+4.019000E+00,-20.101E-03,-20.101E-03
+4.020000E+00,-40.201E-03,-20.101E-03
+4.021000E+00,-40.201E-03,-38.945E-03
+4.022000E+00,-20.101E-03,-38.945E-03
+4.023000E+00,-20.101E-03,-38.945E-03
+4.024000E+00,-59.045E-03,-38.945E-03
+4.025000E+00,-20.101E-03,+0.0E+00
+4.026000E+00,-40.201E-03,-20.101E-03
+4.027000E+00,-38.945E-03,+0.0E+00
+4.028000E+00,-40.201E-03,-18.844E-03
+4.029000E+00,-20.101E-03,-20.101E-03
+4.030000E+00,-40.201E-03,-38.945E-03
+4.031000E+00,-40.201E-03,-20.101E-03
+4.032000E+00,-40.201E-03,-40.201E-03
+4.033000E+00,-20.101E-03,-38.945E-03
+4.034000E+00,-20.101E-03,-20.101E-03
+4.035000E+00,-20.101E-03,-20.101E-03
+4.036000E+00,-38.945E-03,-20.101E-03
+4.037000E+00,-38.945E-03,-20.101E-03
+4.038000E+00,-40.201E-03,-18.844E-03
+4.039000E+00,-20.101E-03,-40.201E-03
+4.040000E+00,-20.101E-03,-20.101E-03
+4.041000E+00,-20.101E-03,-40.201E-03
+4.042000E+00,-40.201E-03,-20.101E-03
+4.043000E+00,-20.101E-03,-20.101E-03
+4.044000E+00,+0.0E+00,-20.101E-03
+4.045000E+00,-20.101E-03,-20.101E-03
+4.046000E+00,-38.945E-03,-20.101E-03
+4.047000E+00,-38.945E-03,-20.101E-03
+4.048000E+00,-40.201E-03,-20.101E-03
+4.049000E+00,-20.101E-03,-20.101E-03
+4.050000E+00,-40.201E-03,+0.0E+00
