x-axis,1,2
second,Volt,Volt
+4.6305530000E+00,,
+4.6305540000E+00,-40.2010046E-03,-40.2010046E-03
+4.6305550000E+00,-37.6884418E-03,-41.4572860E-03
+4.6305560000E+00,-20.1005023E-03,-57.7889441E-03
+4.6305570000E+00,-20.1005023E-03,-40.2010046E-03
+4.6305580000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305590000E+00,-40.2010046E-03,-21.3567837E-03
+4.6305600000E+00,-40.2010046E-03,-40.2010046E-03
+4.6305610000E+00,-37.6884418E-03,-37.6884418E-03
+4.6305620000E+00,-20.1005023E-03,-21.3567837E-03
+4.6305630000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305640000E+00,-37.6884418E-03,-21.3567837E-03
+4.6305650000E+00,-21.3567837E-03,-40.2010046E-03
+4.6305660000E+00,-41.4572860E-03,-40.2010046E-03
+4.6305670000E+00,-56.5326627E-03,-40.2010046E-03
+4.6305680000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305690000E+00,-40.2010046E-03,-21.3567837E-03
+4.6305700000E+00,-41.4572860E-03,-40.2010046E-03
+4.6305710000E+00,-56.5326627E-03,-40.2010046E-03
+4.6305720000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305730000E+00,-40.2010046E-03,-21.3567837E-03
+4.6305740000E+00,-40.2010046E-03,-40.2010046E-03
+4.6305750000E+00,-40.2010046E-03,-37.6884418E-03
+4.6305760000E+00,-37.6884418E-03,-21.3567837E-03
+4.6305770000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305780000E+00,-40.2010046E-03,-20.1005023E-03
+4.6305790000E+00,-37.6884418E-03,-21.3567837E-03
+4.6305800000E+00,-21.3567837E-03,-37.6884418E-03
+4.6305810000E+00,-40.2010046E-03,-21.3567837E-03
+4.6305820000E+00,-40.2010046E-03,-40.2010046E-03
+4.6305830000E+00,-41.4572860E-03,-40.2010046E-03
+4.6305840000E+00,-56.5326627E-03,-40.2010046E-03
+4.6305850000E+00,-20.1005023E-03,-40.2010046E-03
+4.6305860000E+00,-20.1005023E-03,-37.6884418E-03
+4.6305870000E+00,-20.1005023E-03,-21.3567837E-03
+4.6305880000E+00,-20.1005023E-03,-40.2010046E-03
+4.6305890000E+00,-21.3567837E-03,-40.2010046E-03
+4.6305900000E+00,-40.2010046E-03,-40.2010046E-03
+4.6305910000E+00,-40.2010046E-03,-37.6884418E-03
+4.6305920000E+00,-40.2010046E-03,-21.3567837E-03
+4.6305930000E+00,-41.4572860E-03,-37.6884418E-03
