x-axis,1,2
second,Volt,Volt
+9.030000E-03,,
+9.032500E-03,-40.201005E-03,-26.381909E-03
+9.035000E-03,-20.100502E-03,-40.201005E-03
+9.037500E-03,-32.663316E-03,-6.281407E-03
+9.040000E-03,-20.100502E-03,-40.201005E-03
+9.042500E-03,-6.281407E-03,-20.100502E-03
+9.045000E-03,-40.201005E-03,-26.381909E-03
+9.047500E-03,-20.100502E-03,-12.562814E-03
+9.050000E-03,-20.100502E-03,-26.381909E-03
+9.052500E-03,-26.381909E-03,-46.482412E-03
+9.055000E-03,-40.201005E-03,-32.663316E-03
+9.057500E-03,-20.100502E-03,-20.100502E-03
+9.060000E-03,-20.100502E-03,-40.201005E-03
+9.062500E-03,-32.663316E-03,-26.381909E-03
+9.065000E-03,-20.100502E-03,-26.381909E-03
+9.067500E-03,-26.381909E-03,-26.381909E-03
+9.070000E-03,-32.663316E-03,-40.201005E-03
+9.072500E-03,-20.100502E-03,-26.381909E-03
+9.075000E-03,-20.100502E-03,-20.100502E-03
+9.077500E-03,-32.663316E-03,-13.819095E-03
+9.080000E-03,-20.100502E-03,-40.201005E-03
+9.082500E-03,-20.100502E-03,-40.201005E-03
+9.085000E-03,-26.381909E-03,-32.663316E-03
+9.087500E-03,-20.100502E-03,-12.562814E-03
+9.090000E-03,-26.381909E-03,-33.919598E-03
+9.092500E-03,-26.381909E-03,-20.100502E-03
+9.095000E-03,-25.125628E-03,-20.100502E-03
+9.097500E-03,+0.0E+00,-20.100502E-03
+9.100000E-03,-32.663316E-03,-32.663316E-03
+9.102500E-03,-26.381909E-03,-12.562814E-03
+9.105000E-03,-40.201005E-03,-20.100502E-03
+9.107500E-03,-25.125628E-03,-20.100502E-03
+9.110000E-03,-52.763819E-03,-20.100502E-03
+9.112500E-03,-40.201005E-03,-32.663316E-03
+9.115000E-03,-32.663316E-03,-20.100502E-03
+9.117500E-03,-40.201005E-03,-32.663316E-03
+9.120000E-03,-40.201005E-03,-20.100502E-03
+9.122500E-03,-12.562814E-03,-12.562814E-03
+9.125000E-03,-20.100502E-03,-32.663316E-03
+9.127500E-03,-26.381909E-03,-20.100502E-03
+9.130000E-03,-26.381909E-03,-20.100502E-03
+9.132500E-03,-60.301507E-03,-26.381909E-03
+9.135000E-03,-32.663316E-03,-26.381909E-03
+9.137500E-03,-20.100502E-03,-6.281407E-03
+9.140000E-03,-40.201005E-03,-26.381909E-03
+9.142500E-03,-46.482412E-03,-20.100502E-03
+9.145000E-03,-13.819095E-03,-32.663316E-03
